Frame,pacman_X,pacman_Y
RZ_3614646_1.png,80,104
RZ_3614646_10.png,80,104
RZ_3614646_100.png,81,104
RZ_3614646_1000.png,150,138
RZ_3614646_10000.png,40,80
RZ_3614646_10001.png,40,80
RZ_3614646_10002.png,39,80
RZ_3614646_10003.png,39,80
RZ_3614646_10004.png,39,80
RZ_3614646_10005.png,38,80
RZ_3614646_10006.png,38,80
RZ_3614646_10007.png,36,80
RZ_3614646_10008.png,35,80
RZ_3614646_10009.png,35,80
RZ_3614646_1001.png,150,137
RZ_3614646_10010.png,34,80
RZ_3614646_10012.png,34,78
RZ_3614646_10014.png,34,76
RZ_3614646_10016.png,34,74
RZ_3614646_10017.png,34,73
RZ_3614646_10018.png,34,72
RZ_3614646_10019.png,34,72
RZ_3614646_1002.png,150,136
RZ_3614646_10020.png,34,71
RZ_3614646_10021.png,34,70
RZ_3614646_10022.png,34,69
RZ_3614646_10023.png,34,67
RZ_3614646_10024.png,34,66
RZ_3614646_10025.png,34,65
RZ_3614646_10026.png,34,64
RZ_3614646_10028.png,34,62
RZ_3614646_1003.png,150,136
RZ_3614646_10030.png,34,60
RZ_3614646_10031.png,34,59
RZ_3614646_10032.png,34,58
RZ_3614646_10033.png,34,57
RZ_3614646_10034.png,34,56
RZ_3614646_10035.png,34,56
RZ_3614646_10036.png,34,56
RZ_3614646_10037.png,34,55
RZ_3614646_10038.png,34,54
RZ_3614646_10039.png,34,53
RZ_3614646_1004.png,150,136
RZ_3614646_10040.png,34,52
RZ_3614646_10041.png,34,51
RZ_3614646_10042.png,34,50
RZ_3614646_10044.png,34,48
RZ_3614646_10046.png,34,46
RZ_3614646_10048.png,34,44
RZ_3614646_10049.png,34,43
RZ_3614646_1005.png,150,136
RZ_3614646_10050.png,34,42
RZ_3614646_10051.png,34,42
RZ_3614646_10052.png,34,42
RZ_3614646_10053.png,34,41
RZ_3614646_10054.png,34,40
RZ_3614646_10055.png,34,39
RZ_3614646_10056.png,34,38
RZ_3614646_10057.png,34,37
RZ_3614646_10058.png,34,36
RZ_3614646_1006.png,150,136
RZ_3614646_10060.png,34,34
RZ_3614646_10062.png,34,32
RZ_3614646_10064.png,34,32
RZ_3614646_10065.png,35,32
RZ_3614646_10066.png,35,32
RZ_3614646_10067.png,35,32
RZ_3614646_10068.png,36,32
RZ_3614646_10069.png,36,32
RZ_3614646_1007.png,150,136
RZ_3614646_10070.png,37,32
RZ_3614646_10071.png,38,32
RZ_3614646_10072.png,39,32
RZ_3614646_10073.png,40,32
RZ_3614646_10074.png,40,32
RZ_3614646_10076.png,42,32
RZ_3614646_10078.png,43,32
RZ_3614646_1008.png,150,136
RZ_3614646_10080.png,43,32
RZ_3614646_10081.png,44,32
RZ_3614646_10082.png,44,32
RZ_3614646_10083.png,45,32
RZ_3614646_10084.png,46,32
RZ_3614646_10085.png,46,32
RZ_3614646_10086.png,47,32
RZ_3614646_10087.png,48,32
RZ_3614646_10088.png,48,32
RZ_3614646_10089.png,49,32
RZ_3614646_1009.png,150,136
RZ_3614646_10090.png,49,32
RZ_3614646_10092.png,50,31
RZ_3614646_10094.png,50,29
RZ_3614646_10096.png,50,27
RZ_3614646_10097.png,50,26
RZ_3614646_10098.png,50,25
RZ_3614646_10099.png,50,25
RZ_3614646_101.png,81,104
RZ_3614646_1010.png,150,136
RZ_3614646_10100.png,50,23
RZ_3614646_10101.png,50,22
RZ_3614646_10102.png,50,22
RZ_3614646_10103.png,50,20
RZ_3614646_10104.png,50,19
RZ_3614646_10105.png,50,18
RZ_3614646_10106.png,50,17
RZ_3614646_10108.png,50,16
RZ_3614646_1011.png,150,136
RZ_3614646_10110.png,50,14
RZ_3614646_10112.png,50,13
RZ_3614646_10113.png,50,12
RZ_3614646_10114.png,50,11
RZ_3614646_10115.png,50,10
RZ_3614646_10116.png,50,10
RZ_3614646_10117.png,50,8
RZ_3614646_10118.png,50,8
RZ_3614646_10119.png,49,8
RZ_3614646_1012.png,150,137
RZ_3614646_10120.png,48,8
RZ_3614646_10121.png,48,8
RZ_3614646_10122.png,47,8
RZ_3614646_10124.png,46,8
RZ_3614646_10126.png,45,8
RZ_3614646_10128.png,43,8
RZ_3614646_10129.png,43,8
RZ_3614646_1013.png,150,137
RZ_3614646_10130.png,42,8
RZ_3614646_10131.png,42,8
RZ_3614646_10132.png,42,8
RZ_3614646_10133.png,41,8
RZ_3614646_10134.png,41,8
RZ_3614646_10135.png,40,8
RZ_3614646_10136.png,39,8
RZ_3614646_10137.png,39,8
RZ_3614646_10138.png,38,8
RZ_3614646_1014.png,150,137
RZ_3614646_10140.png,36,8
RZ_3614646_10142.png,35,8
RZ_3614646_10144.png,34,8
RZ_3614646_10145.png,34,8
RZ_3614646_10146.png,33,8
RZ_3614646_10147.png,33,8
RZ_3614646_10148.png,33,8
RZ_3614646_10149.png,32,8
RZ_3614646_1015.png,150,136
RZ_3614646_10150.png,32,8
RZ_3614646_10151.png,30,8
RZ_3614646_10152.png,29,8
RZ_3614646_10153.png,29,8
RZ_3614646_10154.png,28,8
RZ_3614646_10156.png,26,8
