Frame,pacman_X,pacman_Y
JAW_2682560_1.png,80,104
JAW_2682560_10.png,80,104
JAW_2682560_100.png,81,104
JAW_2682560_1000.png,134,8
JAW_2682560_10000.png,34,68
JAW_2682560_10002.png,33,68
JAW_2682560_10003.png,33,68
JAW_2682560_10004.png,33,68
JAW_2682560_10005.png,32,68
JAW_2682560_10006.png,32,68
JAW_2682560_10007.png,31,68
JAW_2682560_10008.png,30,68
JAW_2682560_10009.png,30,68
JAW_2682560_1001.png,135,8
JAW_2682560_10010.png,29,68
JAW_2682560_10012.png,27,68
JAW_2682560_10014.png,26,68
JAW_2682560_10016.png,25,68
JAW_2682560_10017.png,25,68
JAW_2682560_10018.png,24,68
JAW_2682560_10019.png,24,68
JAW_2682560_1002.png,135,8
JAW_2682560_10020.png,24,68
JAW_2682560_10021.png,23,68
JAW_2682560_10022.png,23,68
JAW_2682560_10023.png,21,68
JAW_2682560_10024.png,20,68
JAW_2682560_10025.png,20,68
JAW_2682560_10026.png,19,68
JAW_2682560_10028.png,18,68
JAW_2682560_10030.png,18,66
JAW_2682560_10032.png,18,65
JAW_2682560_10033.png,18,64
JAW_2682560_10034.png,18,63
JAW_2682560_10035.png,18,63
JAW_2682560_10036.png,18,62
JAW_2682560_10037.png,18,61
JAW_2682560_10038.png,18,59
JAW_2682560_10039.png,18,58
JAW_2682560_1004.png,138,8
JAW_2682560_10040.png,18,57
JAW_2682560_10041.png,18,56
JAW_2682560_10042.png,18,55
JAW_2682560_10044.png,18,54
JAW_2682560_10045.png,18,52
JAW_2682560_10046.png,18,52
JAW_2682560_10047.png,18,51
JAW_2682560_10048.png,18,51
JAW_2682560_10049.png,18,49
JAW_2682560_10050.png,18,49
JAW_2682560_10051.png,18,47
JAW_2682560_10052.png,18,47
JAW_2682560_10053.png,18,46
JAW_2682560_10054.png,18,46
JAW_2682560_10055.png,18,44
JAW_2682560_10056.png,18,43
JAW_2682560_10057.png,18,42
JAW_2682560_10058.png,18,41
JAW_2682560_1006.png,137,8
JAW_2682560_10060.png,18,40
JAW_2682560_10062.png,18,38
JAW_2682560_10064.png,18,37
JAW_2682560_10065.png,18,36
JAW_2682560_10066.png,18,35
JAW_2682560_10066.png,123,8
JAW_2682560_10067.png,18,34
JAW_2682560_10067.png,123,7
JAW_2682560_10068.png,18,34
JAW_2682560_10068.png,123,10
JAW_2682560_10069.png,18,33
JAW_2682560_10069.png,123,7
JAW_2682560_10070.png,18,33
JAW_2682560_10071.png,18,32
JAW_2682560_10071.png,123,7
JAW_2682560_10072.png,18,32
JAW_2682560_10072.png,123,10
JAW_2682560_10073.png,18,33
JAW_2682560_10073.png,123,7
JAW_2682560_10074.png,18,34
JAW_2682560_10076.png,18,36
JAW_2682560_10078.png,18,38
JAW_2682560_1008.png,135,8
JAW_2682560_10080.png,18,39
JAW_2682560_10081.png,18,40
JAW_2682560_10082.png,18,41
JAW_2682560_10083.png,18,42
JAW_2682560_10084.png,18,43
JAW_2682560_10085.png,18,44
JAW_2682560_10086.png,18,45
JAW_2682560_10087.png,18,46
JAW_2682560_10088.png,18,47
JAW_2682560_10089.png,18,49
JAW_2682560_1009.png,135,8
JAW_2682560_10090.png,18,49
JAW_2682560_10091.png,18,52
JAW_2682560_10092.png,18,52
JAW_2682560_10093.png,18,54
JAW_2682560_10094.png,18,54
JAW_2682560_10095.png,18,55
JAW_2682560_10096.png,18,55
JAW_2682560_10097.png,18,57
JAW_2682560_10098.png,18,57
JAW_2682560_10099.png,18,59
JAW_2682560_101.png,81,104
JAW_2682560_1010.png,134,8
JAW_2682560_10100.png,18,59
JAW_2682560_10101.png,18,61
JAW_2682560_10102.png,18,61
JAW_2682560_10103.png,18,63
JAW_2682560_10104.png,18,63
JAW_2682560_10105.png,18,65
JAW_2682560_10106.png,18,65
JAW_2682560_10107.png,18,68
JAW_2682560_10108.png,18,68
JAW_2682560_10109.png,17,68
JAW_2682560_1011.png,134,8
JAW_2682560_10110.png,17,68
JAW_2682560_10111.png,15,68
JAW_2682560_10112.png,15,68
JAW_2682560_10113.png,14,68
JAW_2682560_10114.png,14,68
JAW_2682560_10115.png,13,68
JAW_2682560_10116.png,13,68
JAW_2682560_10117.png,12,68
JAW_2682560_10118.png,12,68
JAW_2682560_10119.png,9,68
JAW_2682560_1012.png,133,8
JAW_2682560_10120.png,9,68
JAW_2682560_10121.png,8,68
JAW_2682560_10122.png,8,68
JAW_2682560_10123.png,6,68
JAW_2682560_10124.png,6,68
JAW_2682560_10125.png,5,68
JAW_2682560_10126.png,5,68
JAW_2682560_10127.png,3,68
JAW_2682560_10128.png,3,68
JAW_2682560_10129.png,3,68
JAW_2682560_1013.png,132,8
JAW_2682560_10130.png,3,68
JAW_2682560_10135.png,157,68
JAW_2682560_10136.png,157,68
JAW_2682560_10137.png,156,68
JAW_2682560_10138.png,156,68
JAW_2682560_10139.png,154,68
JAW_2682560_1014.png,132,8
JAW_2682560_10140.png,154,68
JAW_2682560_10141.png,153,68
JAW_2682560_10142.png,153,68
JAW_2682560_10143.png,151,68
JAW_2682560_10144.png,151,68
JAW_2682560_10145.png,150,68
JAW_2682560_10146.png,150,68
JAW_2682560_10147.png,149,68
JAW_2682560_10148.png,149,68
JAW_2682560_10149.png,148,68
JAW_2682560_1015.png,130,8
JAW_2682560_10150.png,148,68
JAW_2682560_10151.png,145,68
JAW_2682560_10152.png,145,68
JAW_2682560_10153.png,144,68
JAW_2682560_10154.png,144,68
JAW_2682560_10155.png,142,68
JAW_2682560_10156.png,142,68
JAW_2682560_10157.png,141,68
JAW_2682560_10158.png,141,68
JAW_2682560_10159.png,139,68
JAW_2682560_1016.png,129,8
JAW_2682560_10160.png,139,68
JAW_2682560_10161.png,138,68
JAW_2682560_10162.png,138,68
JAW_2682560_10163.png,137,68
JAW_2682560_10164.png,137,68
JAW_2682560_10165.png,136,68
JAW_2682560_10166.png,136,68
JAW_2682560_10167.png,133,68
JAW_2682560_10168.png,133,68
JAW_2682560_10169.png,132,68
JAW_2682560_1017.png,129,8
JAW_2682560_10170.png,132,68
JAW_2682560_10171.png,130,68
JAW_2682560_10172.png,130,68
JAW_2682560_10173.png,129,68
JAW_2682560_10174.png,129,68
JAW_2682560_10175.png,127,68
JAW_2682560_10176.png,127,68
JAW_2682560_10177.png,126,68
JAW_2682560_10178.png,126,68
JAW_2682560_10179.png,126,67
JAW_2682560_1018.png,128,8
JAW_2682560_10180.png,126,67
JAW_2682560_10182.png,126,65
JAW_2682560_10183.png,126,64
JAW_2682560_10184.png,126,64
JAW_2682560_10185.png,126,64
JAW_2682560_10186.png,126,64
JAW_2682560_10187.png,126,64
JAW_2682560_10188.png,126,64
JAW_2682560_10189.png,126,64
JAW_2682560_10190.png,126,64
JAW_2682560_10191.png,126,64
JAW_2682560_10192.png,126,64
JAW_2682560_10193.png,126,64
JAW_2682560_10194.png,126,64
JAW_2682560_10195.png,126,64
JAW_2682560_10196.png,126,65
JAW_2682560_10197.png,126,65
JAW_2682560_10198.png,126,65
JAW_2682560_10199.png,126,64
JAW_2682560_102.png,81,104
JAW_2682560_1020.png,126,8
JAW_2682560_10200.png,126,64
JAW_2682560_10201.png,126,64
JAW_2682560_10202.png,126,64
JAW_2682560_10204.png,126,62
JAW_2682560_10206.png,126,60
JAW_2682560_10208.png,126,58
JAW_2682560_10209.png,126,57
JAW_2682560_10210.png,126,56
JAW_2682560_10211.png,126,56
JAW_2682560_10212.png,126,55
JAW_2682560_10213.png,126,54
JAW_2682560_10214.png,126,53
JAW_2682560_10215.png,126,51
JAW_2682560_10216.png,126,50
JAW_2682560_10217.png,126,49
JAW_2682560_10218.png,126,48
JAW_2682560_1022.png,126,10
JAW_2682560_10220.png,126,46
JAW_2682560_10222.png,126,44
JAW_2682560_10224.png,126,42
JAW_2682560_10225.png,126,41
JAW_2682560_10226.png,126,40
JAW_2682560_10227.png,126,40
JAW_2682560_10228.png,126,39
JAW_2682560_10229.png,126,38
JAW_2682560_10230.png,126,37
JAW_2682560_10231.png,126,35
JAW_2682560_10232.png,126,34
JAW_2682560_10233.png,126,33
JAW_2682560_10234.png,126,32
JAW_2682560_10236.png,124,32
JAW_2682560_10238.png,123,32
JAW_2682560_1024.png,126,11
JAW_2682560_10240.png,121,32
JAW_2682560_10241.png,121,32
JAW_2682560_10242.png,120,32
JAW_2682560_10243.png,120,32
JAW_2682560_10244.png,119,32
JAW_2682560_10245.png,118,32
JAW_2682560_10246.png,118,32
JAW_2682560_10247.png,116,32
JAW_2682560_10248.png,115,32
JAW_2682560_10249.png,115,32
JAW_2682560_1025.png,126,12
JAW_2682560_10250.png,114,32
JAW_2682560_10252.png,112,32
JAW_2682560_10254.png,111,32
JAW_2682560_10256.png,110,31
JAW_2682560_10257.png,110,30
JAW_2682560_10258.png,110,29
JAW_2682560_10259.png,110,29
JAW_2682560_1026.png,126,13
JAW_2682560_10260.png,110,28
JAW_2682560_10261.png,110,27
JAW_2682560_10262.png,110,26
JAW_2682560_10263.png,110,24
JAW_2682560_10264.png,110,23
JAW_2682560_10265.png,110,22
JAW_2682560_10266.png,110,21
JAW_2682560_10268.png,110,19
JAW_2682560_1027.png,126,14
JAW_2682560_10270.png,110,17
JAW_2682560_10272.png,110,15
JAW_2682560_10273.png,110,14
JAW_2682560_10274.png,110,13
JAW_2682560_10275.png,110,13
JAW_2682560_10276.png,110,11
JAW_2682560_10277.png,110,10
JAW_2682560_10278.png,110,10
JAW_2682560_1028.png,126,15
JAW_2682560_10280.png,110,8
JAW_2682560_10281.png,111,8
JAW_2682560_10282.png,111,8
JAW_2682560_10284.png,114,8
JAW_2682560_10286.png,115,8
JAW_2682560_10288.png,116,8
JAW_2682560_10289.png,117,8
JAW_2682560_1029.png,126,16
JAW_2682560_10290.png,117,8
JAW_2682560_10291.png,117,8
JAW_2682560_10292.png,118,8
JAW_2682560_10293.png,118,8
JAW_2682560_10294.png,119,8
JAW_2682560_10295.png,120,8
JAW_2682560_10296.png,120,8
JAW_2682560_10297.png,121,8
JAW_2682560_10298.png,121,8
JAW_2682560_103.png,80,104
JAW_2682560_1030.png,126,17
JAW_2682560_10300.png,124,8
JAW_2682560_10302.png,125,8
JAW_2682560_10304.png,125,8
JAW_2682560_10305.png,126,8
JAW_2682560_10306.png,126,8
JAW_2682560_10307.png,126,8
JAW_2682560_10308.png,127,8
JAW_2682560_10309.png,127,8
JAW_2682560_1031.png,126,18
JAW_2682560_10310.png,128,8
JAW_2682560_10311.png,129,8
JAW_2682560_10312.png,130,8
JAW_2682560_10313.png,131,8
JAW_2682560_10314.png,131,8
JAW_2682560_10316.png,133,8
