Frame,pacman_X,pacman_Y
RZ_4051421_1.png,80,104
RZ_4051421_10.png,80,104
RZ_4051421_100.png,81,104
RZ_4051421_1000.png,120,104
RZ_4051421_10000.png,66,131
RZ_4051421_10001.png,66,133
RZ_4051421_10002.png,66,133
RZ_4051421_10003.png,66,135
RZ_4051421_10004.png,66,135
RZ_4051421_10005.png,66,137
RZ_4051421_10006.png,66,137
RZ_4051421_10007.png,66,138
RZ_4051421_10008.png,66,138
RZ_4051421_10009.png,65,140
RZ_4051421_1001.png,119,104
RZ_4051421_10010.png,65,140
RZ_4051421_10011.png,64,140
RZ_4051421_10012.png,64,140
RZ_4051421_10013.png,63,140
RZ_4051421_10014.png,63,140
RZ_4051421_10015.png,61,140
RZ_4051421_10016.png,61,140
RZ_4051421_10017.png,60,140
RZ_4051421_10018.png,60,140
RZ_4051421_10019.png,59,140
RZ_4051421_1002.png,119,104
RZ_4051421_10020.png,59,140
RZ_4051421_10021.png,58,140
RZ_4051421_10022.png,58,140
RZ_4051421_10023.png,56,140
RZ_4051421_10024.png,56,140
RZ_4051421_10025.png,55,140
RZ_4051421_10026.png,55,140
RZ_4051421_10027.png,54,140
RZ_4051421_10028.png,54,140
RZ_4051421_10029.png,53,140
RZ_4051421_1003.png,117,104
RZ_4051421_10030.png,53,140
RZ_4051421_10031.png,51,140
RZ_4051421_10032.png,51,140
RZ_4051421_10033.png,50,140
RZ_4051421_10034.png,50,140
RZ_4051421_10035.png,50,140
RZ_4051421_10036.png,50,140
RZ_4051421_10037.png,50,138
RZ_4051421_10038.png,50,138
RZ_4051421_10039.png,50,136
RZ_4051421_1004.png,117,104
RZ_4051421_10040.png,50,136
RZ_4051421_10041.png,50,134
RZ_4051421_10042.png,50,134
RZ_4051421_10043.png,50,132
RZ_4051421_10044.png,50,132
RZ_4051421_10045.png,50,130
RZ_4051421_10046.png,50,130
RZ_4051421_10047.png,50,128
RZ_4051421_10048.png,50,128
RZ_4051421_10049.png,50,126
RZ_4051421_1005.png,116,104
RZ_4051421_10050.png,50,126
RZ_4051421_10051.png,50,126
RZ_4051421_10052.png,50,126
RZ_4051421_10053.png,50,124
RZ_4051421_10054.png,50,124
RZ_4051421_10055.png,50,122
RZ_4051421_10056.png,50,122
RZ_4051421_10057.png,50,120
RZ_4051421_10058.png,50,120
RZ_4051421_10059.png,50,118
RZ_4051421_1006.png,116,104
RZ_4051421_10060.png,50,118
RZ_4051421_10061.png,50,116
RZ_4051421_10062.png,50,116
RZ_4051421_10063.png,50,115
RZ_4051421_10064.png,50,115
RZ_4051421_10065.png,50,113
RZ_4051421_10066.png,50,113
RZ_4051421_10067.png,50,113
RZ_4051421_10068.png,50,113
RZ_4051421_10069.png,50,111
RZ_4051421_1007.png,114,104
RZ_4051421_10070.png,50,111
RZ_4051421_10071.png,50,108
RZ_4051421_10072.png,50,108
RZ_4051421_10073.png,50,106
RZ_4051421_10074.png,50,106
RZ_4051421_10075.png,50,104
RZ_4051421_10076.png,50,104
RZ_4051421_10077.png,50,104
RZ_4051421_10078.png,50,104
RZ_4051421_10079.png,50,104
RZ_4051421_1008.png,114,104
RZ_4051421_10080.png,50,104
RZ_4051421_10081.png,50,105
RZ_4051421_10082.png,50,105
RZ_4051421_10083.png,50,106
RZ_4051421_10084.png,50,106
RZ_4051421_10085.png,50,108
RZ_4051421_10086.png,50,108
RZ_4051421_10087.png,50,110
RZ_4051421_10088.png,50,110
RZ_4051421_10089.png,50,112
RZ_4051421_1009.png,113,104
RZ_4051421_10090.png,50,112
RZ_4051421_10091.png,50,115
