Frame,pacman_X,pacman_Y
KM_3115947_1.png,80,104
KM_3115947_10.png,80,104
KM_3115947_100.png,81,104
KM_3115947_1000.png,29,8
KM_3115947_10000.png,50,20
KM_3115947_10001.png,50,21
KM_3115947_10002.png,50,22
KM_3115947_10003.png,50,23
KM_3115947_10004.png,50,24
KM_3115947_10005.png,50,25
KM_3115947_10006.png,50,26
KM_3115947_10007.png,50,27
KM_3115947_10008.png,50,28
KM_3115947_10009.png,50,29
KM_3115947_1001.png,30,8
KM_3115947_10010.png,50,30
KM_3115947_10012.png,50,33
KM_3115947_10014.png,50,34
KM_3115947_10015.png,50,35
KM_3115947_10016.png,50,36
KM_3115947_10017.png,50,37
KM_3115947_10018.png,50,38
KM_3115947_10019.png,50,39
KM_3115947_1002.png,30,8
KM_3115947_10020.png,50,40
KM_3115947_10021.png,50,41
KM_3115947_10022.png,50,42
KM_3115947_10023.png,50,43
KM_3115947_10024.png,50,44
KM_3115947_10025.png,50,45
KM_3115947_10026.png,50,46
KM_3115947_10028.png,50,49
KM_3115947_10030.png,50,51
KM_3115947_10032.png,50,52
KM_3115947_10033.png,50,53
KM_3115947_10034.png,50,54
KM_3115947_10035.png,50,55
KM_3115947_10036.png,50,56
KM_3115947_10037.png,50,56
KM_3115947_10038.png,51,56
KM_3115947_10039.png,52,56
KM_3115947_1004.png,33,8
KM_3115947_10040.png,53,56
KM_3115947_10041.png,54,56
KM_3115947_10042.png,54,56
KM_3115947_10044.png,57,56
KM_3115947_10046.png,58,56
KM_3115947_10048.png,59,56
KM_3115947_10049.png,60,56
KM_3115947_10050.png,60,56
KM_3115947_10051.png,61,56
KM_3115947_10052.png,62,56
KM_3115947_10053.png,62,56
KM_3115947_10054.png,63,56
KM_3115947_10055.png,63,56
KM_3115947_10056.png,63,56
KM_3115947_10057.png,63,56
KM_3115947_10058.png,63,56
KM_3115947_10059.png,64,56
KM_3115947_1006.png,34,8
KM_3115947_10060.png,64,56
KM_3115947_10061.png,64,56
KM_3115947_10062.png,64,56
KM_3115947_10063.png,64,56
KM_3115947_10064.png,63,56
KM_3115947_10065.png,63,56
KM_3115947_10066.png,63,56
KM_3115947_10067.png,63,56
KM_3115947_10068.png,63,56
KM_3115947_10069.png,63,56
KM_3115947_10070.png,63,56
KM_3115947_10071.png,63,56
KM_3115947_10072.png,63,56
KM_3115947_10073.png,63,56
KM_3115947_10074.png,63,56
KM_3115947_10075.png,62,56
KM_3115947_10076.png,62,56
KM_3115947_10078.png,61,56
KM_3115947_1008.png,34,8
KM_3115947_10080.png,59,56
KM_3115947_10081.png,59,56
KM_3115947_10082.png,59,56
KM_3115947_10083.png,59,56
KM_3115947_10084.png,60,56
KM_3115947_10085.png,60,56
KM_3115947_10086.png,60,56
KM_3115947_10087.png,59,56
KM_3115947_10088.png,59,56
KM_3115947_10089.png,59,56
KM_3115947_1009.png,34,9
KM_3115947_10090.png,59,56
KM_3115947_10091.png,59,56
KM_3115947_10092.png,59,56
KM_3115947_10093.png,59,56
KM_3115947_10094.png,59,56
KM_3115947_10095.png,59,56
KM_3115947_10096.png,59,56
KM_3115947_10097.png,59,56
KM_3115947_10098.png,59,56
KM_3115947_10099.png,58,56
KM_3115947_101.png,81,104
KM_3115947_1010.png,34,10
KM_3115947_10100.png,58,56
KM_3115947_10101.png,58,57
KM_3115947_10102.png,58,58
KM_3115947_10103.png,58,59
KM_3115947_10104.png,58,60
KM_3115947_10105.png,58,61
KM_3115947_10106.png,58,62
KM_3115947_10108.png,58,65
KM_3115947_1011.png,34,10
KM_3115947_10110.png,58,67
KM_3115947_10112.png,58,68
KM_3115947_10113.png,58,69
KM_3115947_10114.png,58,70
KM_3115947_10115.png,58,71
KM_3115947_10116.png,58,72
KM_3115947_10117.png,58,73
KM_3115947_10118.png,58,74
KM_3115947_10119.png,58,75
KM_3115947_1012.png,34,11
KM_3115947_10120.png,58,76
KM_3115947_10121.png,58,77
KM_3115947_10122.png,58,78
KM_3115947_10124.png,58,81
KM_3115947_10126.png,58,82
KM_3115947_10128.png,58,84
KM_3115947_10129.png,58,86
KM_3115947_1013.png,34,12
KM_3115947_10130.png,58,86
KM_3115947_10131.png,58,88
KM_3115947_10132.png,58,88
KM_3115947_10133.png,58,90
KM_3115947_10134.png,58,90
KM_3115947_10135.png,58,92
KM_3115947_10136.png,58,92
KM_3115947_10137.png,58,94
KM_3115947_10138.png,58,94
KM_3115947_10139.png,58,97
KM_3115947_1014.png,34,13
KM_3115947_10140.png,58,97
KM_3115947_10141.png,58,99
KM_3115947_10142.png,58,99
KM_3115947_10143.png,58,100
KM_3115947_10144.png,58,100
KM_3115947_10145.png,58,102
KM_3115947_10146.png,58,102
KM_3115947_10147.png,58,104
KM_3115947_10148.png,58,104
KM_3115947_10149.png,57,104
KM_3115947_1015.png,34,14
KM_3115947_10150.png,57,104
KM_3115947_10151.png,54,104
KM_3115947_10152.png,54,104
KM_3115947_10153.png,53,104
KM_3115947_10154.png,53,104
KM_3115947_10155.png,51,104
KM_3115947_10156.png,51,104
KM_3115947_10157.png,50,104
KM_3115947_10158.png,50,104
KM_3115947_10159.png,50,105
KM_3115947_1016.png,34,15
KM_3115947_10160.png,50,105
KM_3115947_10161.png,50,107
KM_3115947_10162.png,50,107
KM_3115947_10163.png,50,109
KM_3115947_10164.png,50,109
