Frame,pacman_X,pacman_Y
RZ_3314679_1.png,80,104
RZ_3314679_10.png,80,104
RZ_3314679_100.png,81,104
RZ_3314679_1000.png,81,164
RZ_3314679_10000.png,67,32
RZ_3314679_10001.png,66,32
RZ_3314679_10002.png,66,32
RZ_3314679_10003.png,66,32
RZ_3314679_10004.png,66,32
RZ_3314679_10005.png,65,32
RZ_3314679_10006.png,65,32
RZ_3314679_10007.png,63,32
RZ_3314679_10008.png,63,32
RZ_3314679_10009.png,62,32
RZ_3314679_1001.png,80,164
RZ_3314679_10010.png,62,32
RZ_3314679_10011.png,60,32
RZ_3314679_10012.png,60,32
RZ_3314679_10013.png,59,32
RZ_3314679_10014.png,59,32
RZ_3314679_10015.png,57,32
RZ_3314679_10016.png,57,32
RZ_3314679_10017.png,56,32
RZ_3314679_10018.png,56,32
RZ_3314679_10019.png,55,32
RZ_3314679_1002.png,80,164
RZ_3314679_10020.png,55,32
RZ_3314679_10021.png,54,32
RZ_3314679_10022.png,54,32
RZ_3314679_10023.png,51,32
RZ_3314679_10024.png,51,32
RZ_3314679_10025.png,50,32
RZ_3314679_10026.png,50,32
RZ_3314679_10027.png,48,32
RZ_3314679_10028.png,48,32
RZ_3314679_10029.png,47,32
RZ_3314679_1003.png,78,164
RZ_3314679_10030.png,47,32
RZ_3314679_10031.png,45,32
RZ_3314679_10032.png,45,32
RZ_3314679_10033.png,44,32
RZ_3314679_10034.png,44,32
RZ_3314679_10035.png,43,32
RZ_3314679_10036.png,43,32
RZ_3314679_10037.png,42,32
RZ_3314679_10038.png,42,32
RZ_3314679_10039.png,39,32
RZ_3314679_1004.png,78,164
RZ_3314679_10040.png,39,32
RZ_3314679_10041.png,38,32
RZ_3314679_10042.png,38,32
RZ_3314679_10043.png,36,32
RZ_3314679_10044.png,36,32
RZ_3314679_10045.png,35,32
RZ_3314679_10046.png,35,32
RZ_3314679_10047.png,33,32
RZ_3314679_10048.png,33,32
RZ_3314679_10049.png,32,32
RZ_3314679_1005.png,77,164
RZ_3314679_10050.png,32,32
RZ_3314679_10051.png,31,32
RZ_3314679_10052.png,31,32
RZ_3314679_10053.png,30,32
RZ_3314679_10054.png,30,32
RZ_3314679_10055.png,27,32
RZ_3314679_10056.png,27,32
RZ_3314679_10057.png,26,32
RZ_3314679_10058.png,26,32
RZ_3314679_10059.png,24,32
RZ_3314679_1006.png,77,164
RZ_3314679_10060.png,24,32
RZ_3314679_10061.png,23,32
RZ_3314679_10062.png,23,32
RZ_3314679_10063.png,21,32
RZ_3314679_10064.png,21,32
RZ_3314679_10065.png,20,32
RZ_3314679_10066.png,20,32
RZ_3314679_10067.png,19,32
RZ_3314679_10068.png,19,32
RZ_3314679_10069.png,18,33
RZ_3314679_1007.png,75,164
RZ_3314679_10070.png,18,33
RZ_3314679_10071.png,18,35
RZ_3314679_10072.png,18,35
RZ_3314679_10073.png,18,37
RZ_3314679_10074.png,18,37
RZ_3314679_10075.png,18,40
RZ_3314679_10076.png,18,40
RZ_3314679_10077.png,18,42
RZ_3314679_10078.png,18,42
RZ_3314679_10079.png,18,43
RZ_3314679_1008.png,75,164
RZ_3314679_10080.png,18,43
RZ_3314679_10081.png,18,45
RZ_3314679_10082.png,18,45
RZ_3314679_10083.png,18,47
RZ_3314679_10084.png,18,47
RZ_3314679_10085.png,18,49
RZ_3314679_10086.png,18,49
RZ_3314679_10087.png,18,51
RZ_3314679_10088.png,18,51
RZ_3314679_10089.png,18,53
RZ_3314679_1009.png,74,164
RZ_3314679_10090.png,18,53
RZ_3314679_10091.png,18,56
RZ_3314679_10092.png,18,56
RZ_3314679_10093.png,18,58
RZ_3314679_10094.png,18,58
RZ_3314679_10095.png,18,59
RZ_3314679_10096.png,18,59
RZ_3314679_10097.png,18,61
RZ_3314679_10098.png,18,61
RZ_3314679_10099.png,18,63
RZ_3314679_101.png,81,104
RZ_3314679_1010.png,74,164
RZ_3314679_10100.png,18,63
RZ_3314679_10101.png,18,65
RZ_3314679_10102.png,18,65
RZ_3314679_10103.png,18,67
RZ_3314679_10104.png,18,67
RZ_3314679_10105.png,18,69
RZ_3314679_10106.png,18,69
RZ_3314679_10107.png,18,72
RZ_3314679_10108.png,18,72
RZ_3314679_10109.png,18,74
RZ_3314679_1011.png,74,164
RZ_3314679_10110.png,18,74
RZ_3314679_10111.png,18,75
RZ_3314679_10112.png,18,75
RZ_3314679_10113.png,18,77
RZ_3314679_10114.png,18,77
RZ_3314679_10115.png,18,79
RZ_3314679_10116.png,18,79
RZ_3314679_10117.png,18,81
RZ_3314679_10118.png,18,81
RZ_3314679_10119.png,18,83
RZ_3314679_1012.png,74,164
RZ_3314679_10120.png,18,83
RZ_3314679_10121.png,18,85
RZ_3314679_10122.png,18,85
RZ_3314679_10123.png,18,88
RZ_3314679_10124.png,18,88
RZ_3314679_10125.png,18,90
RZ_3314679_10126.png,18,90
RZ_3314679_10127.png,18,91
RZ_3314679_10128.png,18,91
RZ_3314679_10129.png,18,93
RZ_3314679_1013.png,73,164
RZ_3314679_10130.png,18,93
RZ_3314679_10131.png,18,95
RZ_3314679_10132.png,18,95
RZ_3314679_10133.png,18,97
RZ_3314679_10134.png,18,97
RZ_3314679_10135.png,18,99
RZ_3314679_10136.png,18,99
RZ_3314679_10137.png,18,101
RZ_3314679_10138.png,18,101
RZ_3314679_10139.png,18,104
RZ_3314679_1014.png,73,164
RZ_3314679_10140.png,18,104
RZ_3314679_10141.png,18,106
RZ_3314679_10142.png,18,106
RZ_3314679_10143.png,18,107
RZ_3314679_10144.png,18,107
RZ_3314679_10145.png,18,109
RZ_3314679_10146.png,18,109
RZ_3314679_10147.png,18,111
RZ_3314679_10148.png,18,111
RZ_3314679_10149.png,18,113
RZ_3314679_1015.png,71,164
RZ_3314679_10150.png,18,113
RZ_3314679_10151.png,18,115
RZ_3314679_10152.png,18,115
RZ_3314679_10153.png,18,117
RZ_3314679_10154.png,18,117
RZ_3314679_10155.png,18,116
RZ_3314679_10156.png,18,116
RZ_3314679_10157.png,18,114
